Date,SN,Open,High,Low,Close,Adj Close,Volume,live,KI,KO,accumulation,BQty,BAt,BWhen,SQty,SAt,SWhen,BCF,SCF,CumQty,CumCF
2022-07-26,38,114.580002,115.580002,113.029999,113.419998,110.721024,10675100,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-27,39,114.010002,115.739998,113.300003,115.239998,112.497704,9337400,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-28,40,115.25,115.980003,113.529999,114.809998,112.07795,10384800,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-29,41,115.589996,116.5,114.790001,115.360001,112.614853,12944500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-01,42,114.5,115.110001,113.07,114.209999,111.492218,14740400,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-02,43,113.919998,114.400002,112.269997,112.43,109.754578,14942900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-03,44,113.449997,114.099998,111.709999,113.610001,110.906494,14394500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-04,45,112.849998,113.32,111.019997,112.360001,109.686241,18033900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-05,46,112.529999,116.190002,112.050003,115.760002,113.005341,14174600,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-08,47,116.25,116.699997,114.18,114.349998,111.628891,10332500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-09,48,114.75,115.989998,114.370003,115.379997,112.634377,10233800,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-10,49,117.959999,119.370003,117.5,118.389999,115.572746,12847300,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-11,50,119.900002,121.199997,119.309998,120.139999,117.281105,11684900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-12,51,120.669998,122.25,119.440002,122.129997,119.223755,9906700,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-15,52,121.139999,122.720001,120.599998,122.459999,119.545898,8456200,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-16,53,122.290001,124.239998,121.870003,123.629997,120.688057,9555000,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-17,54,122.300003,123.160004,121.690002,122.589996,119.672798,8149300,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-18,55,122.239998,122.470001,120.550003,121.639999,118.745415,9531800,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-19,56,120.620003,120.989998,118.110001,118.629997,115.807037,13464500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-08-22,57,116.75,117.160004,115.5,116.669998,113.893677,8967600,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
