Date,SN,Open,High,Low,Close,Adj Close,Volume,live,KI,KO,accumulation,BQty,BAt,BWhen,SQty,SAt,SWhen,BCF,SCF,CumQty,CumCF
2022-07-06,24,111.730003,112.989998,110.790001,111.889999,109.227425,10656200,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-07,25,113.5,114.900002,113.400002,114.720001,111.990089,10347400,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-08,26,115.160004,115.650002,113.610001,114.360001,111.638649,8807800,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-11,27,113.550003,114.230003,112.220001,112.860001,110.174347,7939500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-12,28,112.580002,115.18,112.260002,112.970001,110.281731,11250900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-13,29,111.75,112.480003,110.379997,111.910004,109.246964,12979900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-14,30,107.989998,108.230003,106.059998,108.0,105.43,26204800,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-15,31,109.160004,113.879997,107.669998,112.949997,110.262199,18863900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-18,32,114.769997,115.839996,111.290001,111.790001,109.129807,13977900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-19,33,113.129997,114.940002,112.669998,114.559998,111.833893,11862300,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-20,34,114.099998,114.739998,113.480003,114.540001,111.814369,11667500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-21,35,114.440002,115.529999,113.370003,115.32,112.575806,11595900,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-22,36,115.239998,116.25,113.669998,114.760002,112.029137,7645500,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
2022-07-25,37,115.839996,116.459999,114.769997,115.220001,112.478188,9394000,True,False,False,False,False,False,False,False,False,False,False,False,0,0.0
